"participant","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","c_0002","consent","gender","age","normQ","Nrm_el","v_193","v_194","v_203","v_195","v_196","v_204","v_197","v_198","v_205","InJu1","v_206","v_207","v_208","v_209","v_210","v_211","v_212","v_213","v_214","Int_Rsn","hrm_st","nrm_st","v_224","v_225","v_226","v_227","v_228","v_229","v_230","v_231","v_232","InCf1","InRem1","InSWr1","InAR1","InRem2","InSWr2","InAR2","InRem3","InSWr3","InAR3","InCS","InStR","string_coded","critical_slide_wrong","Dumb_incl_string","v_215","v_216","v_217","v_218","v_219","v_220","v_221","v_222","v_223","InJu2","v_233","v_234","v_235","v_236","v_237","v_238","v_239","v_240","v_241","InChM","InCf2","v_181","Hrm_rel","Hrm_oth","hrm_Qs","InIrr","InCu","InRsn2","InGut","pot_hrm","box","rugb","NFC1","NFC2","NFC3","NFC4","NFC5","NFC6","NFC7","NFC8","NFC9","NFC10","NFC11","NFC12","NFC13","NFC14","NFC15","NFC16","NFC17","NFC18","ethics","ethStR","condition","cog_load_test","cog_load_CS","cog_load_CS_num","Ju1_bin","Ju2_bin","wrong1","wrong2","NFC3R","NFC4R","NFC5R","NFC7R","NFC8R","NFC9R","NFC12R","NFC16R","NFC17R","NFC_tot","NFC","pot_hrm_bin","all_harm","all_harm_norm","nrm_all","Roz_fully_C","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always","cog_Mch_num","Dumb_response","engaged","right_change","wrong1b","wrong2b"
77,25,0,"no tester","Completed (31)","2156821                     ",NA,741,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",38,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",2,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","I don't have a reason, it is just wrong. Since they are adults they shouldn't be put in jail or anything though.                                                                                                                                              ","no harm mentioned","norms not mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",4,"Yes","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Unsure","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",2,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","2",3,"Easy","No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","4: neutral",4,"5",4,"No","No",6,6,4,4,5,7,5,6,5,6,7,3,6,7,7,5,4,6,"Yes","A philosophy class in college.                                                                                                                                                                                                                                ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",6,6,5,5,4,5,7,5,6,107,0.944444444444445,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","unstated","unstated","unstated","no reason","unstated","no reason","no reason","no reason",FALSE,5,"admission","engaged","dumbfounded","wrong","wrong"
78,18,0,"no tester","Completed (31)","2156821                     ",NA,376,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",26,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",2,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","I think close relationships like siblings hsould not be violated by adding a sexual aspect. They also could have risked having a child who would be severely handicapped.                                                                                     ","harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",5,"Yes","Yes","Unsure","Yes","Yes","Yes, I have a reason","Yes","Yes","Unsure","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",3,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","5",4,"Easy","No, I am not able to believe this","No, I am not able to believe this","harm","5","3",3,"6",4,"No","No",2,7,1,1,2,8,2,3,1,8,7,2,9,9,8,2,2,8,"Yes","I majored in philsophy in college and took 3 courses on ethics.                                                                                                                                                                                               ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",9,9,8,8,7,9,8,8,8,140,2.77777777777778,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,0,"unstated","unstated","reason","unstated","no reason","unstated","no reason","reason","no reason",FALSE,5,"admission","engaged","dumbfounded","wrong","wrong"
79,57,0,"no tester","Completed (31)","2156821                     ",NA,1591,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",50,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Moral norm is a basic guideline, values, discipline and principles of who we are. It shaped us as a person, of who we are and what are our moral values. We should never violate those values even though nobody is hurt it is disrespectful and change the im","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","It is morally wrong and against my values that siblings are intimate.                                                                                                                                                                                         ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",6,"Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",6,"Difficult","No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","5",5,"7: Extremely",1,"Yes","No",7,6,1,3,7,2,1,3,6,3,7,1,3,8,3,2,3,2,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",9,7,3,9,7,4,9,8,7,104,0.777777777777778,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE,3,"admission","engaged","dumbfounded","wrong","wrong"
80,40,0,"no tester","Completed (31)","2156821                     ",NA,510,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",23,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","If something is generally thought to be immoral, there is likely a good reason. That goes beyond simple personal preference. Even if nobody is harmed it is still considered  wrong  because it goes against the norm.                                        ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","It is wrong for family members to engage in sexual acts with each other.                                                                                                                                                                                      ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","Unsure","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","2",2,"Very easy","No, I am not able to believe this","No, I am not able to believe this","harm","6","4: neutral",1,"7: Extremely",2,"No","No",4,4,8,7,4,2,5,8,7,5,5,6,4,4,4,9,5,8,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",2,3,6,5,2,3,4,1,5,71,-1.05555555555556,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","unstated","unstated","unstated","no reason","unstated","no reason","no reason","no reason",FALSE,6,"admission","engaged","dumbfounded","wrong","wrong"
81,38,0,"no tester","Completed (31)","2156821                     ",NA,551,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",38,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","It's wrong just because its wrong.                                                                                                                                                                                                                            ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",3,"No","Yes","No, I have no reason","Yes","Yes","No, I have no reason","Yes","Yes","No, I have no reason","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",1,"Extremely easy","No, I am not able to believe this","No, I am not able to believe this","harm","5","1: Not at all",1,"7: Extremely",1,"No","No",1,1,9,9,9,1,9,9,9,1,1,9,1,1,1,9,9,1,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",1,1,1,1,1,1,1,1,1,18,-4,"wrong","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE,7,"admission","engaged","dumbfounded","wrong","wrong"
82,58,0,"no tester","Completed (31)","2156821                     ",NA,417,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",28,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","because it is something that we could not be used to and can be quite shocking.                                                                                                                                                                               ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","because they are brothers and sisters and that is wrong . it is incest.                                                                                                                                                                                       ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",6,"Yes","Yes","Unsure","Yes","Yes","Unsure","Yes","Yes","No, I have no reason","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",6,"Easy","No, I am not able to believe this","No, I am not able to believe this","harm","5","4: neutral",5,"3",5,"No","No",6,6,2,3,6,7,3,4,4,7,8,2,7,7,6,3,3,6,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",8,7,4,7,6,6,8,7,7,120,1.66666666666667,"right","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,0,"unstated","unstated","unstated","no reason","no reason","unstated","no reason","no reason","no reason",FALSE,5,"admission","engaged","dumbfounded","wrong","wrong"
83,50,0,"no tester","Completed (31)","2156821                     ",NA,328,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",23,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","i feel like it is important to respect the rules and to abide by them or else people will keep making exceptions for the rules and continue to break them because they saw one person breaking the rules on time, leading to a chaotic force of people breakin","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","that is just plain wrong to do something with your sibling like that and goes against all moral standards of what it is to have a family and respect them                                                                                                     ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"No","Yes","No, I have no reason","No","Yes","No, I have no reason","No","Yes","No, I have no reason","It's wrong but I can't think of a reason.","-66                                                                                                                                                                                                                                                           ",NA,NA,"It's wrong but I can't think of a reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","2",6,"Extremely easy","No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","6",6,"4: neutral",6,"No","No",8,8,2,2,6,7,1,1,1,8,8,2,7,7,3,7,4,7,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",8,8,4,9,9,9,8,3,6,127,2.05555555555556,"right","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE,7,"admission","engaged","dumbfounded","wrong","wrong"
84,54,0,"no tester","Completed (31)","2156821                     ",NA,1761,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",35,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted","I believe the incest to be morally wrong and potentially harmful to those who engage in it and to society in general                                                                                                                                          ","harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Although I concede that it did not have any negative effect on them at the time, I think they may regret it later on and it could have harmful psychological impact on them later in life and could negatively affect the relationship between them and their ","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"neither difficult nor easy","No, I am not able to believe this","No, I am not able to believe this","harm","3","1: Not at all",6,"5",2,"No","No",7,7,4,3,3,4,6,6,4,7,7,8,7,6,7,4,4,7,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",6,7,7,4,4,6,2,6,6,107,0.944444444444445,"wrong","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,4,"reasons","engaged","reasons","wrong","wrong"
85,55,0,"no tester","Completed (31)","2156821                     ",NA,605,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",60,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","If it is a moral norm, then, by definition, it is wrong to violate it.                                                                                                                                                                                        ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","It is morally wrong for a brother and sister to have sex.                                                                                                                                                                                                     ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Because God says it is wrong.                                                                                                                                                                                                                                 ","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Extremely easy","No, I am not able to believe this","No, I am not able to believe this","harm","1: Not at all","1: Not at all",7,"1: Not at all",4,"Yes","No",7,9,8,1,1,1,1,5,1,9,9,5,1,5,9,1,4,5,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",2,9,9,9,5,9,5,9,6,118,1.55555555555556,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,7,"reasons","engaged","reasons","wrong","wrong"
86,33,0,"no tester","Completed (31)","2156821                     ",NA,306,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",35,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",2,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Incest can hurt others if she ends up pregnant and the baby is malformed.                                                                                                                                                                                     ","harm mentioned","norms not mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",5,"No","Yes","Unsure","No","Yes","Unsure","No","Yes","Unsure","It's wrong and I can provide a valid reason.","Incest can cause malformed babies and ruin the lives and reputation of the parents.                                                                                                                                                                           ","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",2,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","2",6,"Easy","No, I am not able to believe this","No, I am not able to believe this","harm","5","2",5,"6",4,"No","No",5,5,6,6,6,7,6,8,8,5,6,6,6,5,8,5,7,7,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",4,4,4,4,2,2,4,5,3,86,-0.222222222222222,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","unstated","unstated","unstated","reason","unstated","no reason","no reason","no reason",FALSE,5,"reasons","engaged","reasons","wrong","wrong"
87,61,0,"no tester","Completed (31)","2156821                     ",NA,585,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",41,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","This would be called a  sin  correct? I believe in the following what the Bible teaches which means doing the right thing even when you are alone and think no one is watching. Someone is watching.                                                          ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Sex before marriage is morally wrong according to the Bible.                                                                                                                                                                                                  ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It hurts God. If you don't believe in God and don't care then go your own way, but if you are a believer then you will understand that God doesn't like sin.                                                                                                  ","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Easy","No, I am not able to believe this","No, I am not able to believe this","harm","5","1: Not at all",4,"6",1,"No","No",9,8,2,1,1,8,1,1,2,9,9,2,9,7,8,2,1,7,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",8,9,9,9,9,8,8,8,9,151,3.38888888888889,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,5,"reasons","engaged","reasons","wrong","wrong"
88,65,0,"no tester","Completed (31)","2156821                     ",NA,475,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",44,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Anytime an individual does something immoral it is always wrong.                                                                                                                                                                                              ","quoted","quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Siblings having sex is disgusting and wrong on all levels.                                                                                                                                                                                                    ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It is morally wrong and considered to be incest according to the law.                                                                                                                                                                                         ","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Very easy","No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",7,"1: Not at all",4,"No","No",7,7,1,1,1,7,1,2,1,5,8,1,5,5,7,1,1,6,"No","-99                                                                                                                                                                                                                                                           ","control",FALSE,TRUE,9,"wrong","wrong","wrong","wrong",9,9,9,9,8,9,9,9,9,137,2.61111111111111,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,6,"reasons","engaged","reasons","wrong","wrong"
89,59,0,"no tester","Completed (31)","2156821                     ",NA,396,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",36,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","quoted","quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Brothers and sisters should never have sex with each other.                                                                                                                                                                                                   ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It's wrong because it's disgusting and socially unacceptable.                                                                                                                                                                                                 ","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","5",7,"Easy","No, I am not able to believe this","No, I am not able to believe this","harm","5","1: Not at all",7,"5",4,"No","No",6,6,4,6,4,4,4,7,7,7,7,4,4,6,4,6,4,3,"No","-99                                                                                                                                                                                                                                                           ","control",TRUE,TRUE,9,"wrong","wrong","wrong","wrong",6,4,6,6,3,3,6,4,6,91,0.0555555555555554,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,5,"reasons","engaged","reasons","wrong","wrong"
90,15,0,"no tester","Suspended (22)","2156820                     ",NA,856,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",51,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","I believe that violating an established moral norm just for the fun of it denotes a person who has no concern for others or a true concept of right and wrong. Just because you believe nobody is harmed, does not make it a correct or moral decision.       ","not quoted","quoted","quoted","not quoted","not quoted","not quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","not quoted","not quoted","not quoted","not quoted","quoted","quoted","quoted","Sex between siblings is morally wrong no matter the circumstance. It's also illegal for the most part. I don't understand the concept of being sexually attracted to a family member                                                                          ","no harm mentioned","norms mentioned","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted",7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Just because nobody else was affected, does not make incest right or acceptable. Being sexually attracted to a family member, in my opinion, denotes some sort of mental illness. I believe that this could affect them both negatively later in life. They ma","reason",NA,"It's wrong and I can provide a valid reason.","not quoted","not quoted","not quoted","quoted","quoted","quoted","not quoted","not quoted","not quoted",1,"not quoted","not quoted","quoted","not quoted","not quoted","quoted","not quoted","not quoted","quoted","1: Not at all",7,"Difficult","No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","4: neutral",5,"6",2,"No","No",5,6,4,3,3,5,3,3,3,7,7,3,6,6,6,3,3,6,"No","-99                                                                                                                                                                                                                                                           ","control",FALSE,TRUE,9,"wrong","wrong","wrong","wrong",6,7,7,7,7,7,7,7,7,116,1.44444444444444,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,3,"reasons","engaged","reasons","wrong","wrong"
